LICENSE PLATE,VIN,MAKE,MODEL,COVERAGE VALID FROM,COVERAGE VALID TO,COUNTRY
,LGXCH6CD6P2249198,BYD,SEAL,29/12/2023,28/12/2027,PT
,LGXCH6CD6P2249167,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD6P2246236,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD6P2246172,BYD,SEAL,26/02/2024,25/02/2028,FR
,LGXCH6CD6P2244227,BYD,SEAL,9/2/2024,8/2/2028,FR
,LGXCH6CD6P2244177,BYD,SEAL,8/2/2024,7/2/2028,ES
,LGXCH6CD6P2224298,BYD,SEAL,2/1/2024,1/1/2028,ES
,LGXCH6CD6P2222728,BYD,SEAL,19/12/2023,18/12/2027,FR
,LGXCH6CD6P2222714,BYD,SEAL,15/12/2023,14/12/2027,FR
,LGXCH6CD6P2222700,BYD,SEAL,18/01/2024,17/01/2028,NL
,LGXCH6CD6P2222695,BYD,SEAL,31/01/2024,30/01/2028,FR
,LGXCH6CD6P2222616,BYD,SEAL,22/01/2023,21/01/2027,ES
,LGXCH6CD6P2222602,BYD,SEAL,12/12/2023,11/12/2027,FR
,LGXCH6CD6P2222597,BYD,SEAL,13/03/2024,12/3/2028,DE
,LGXCH6CD6P2204231,BYD,SEAL,5/1/2024,4/1/2028,IE
,LGXCH6CD6P2204228,BYD,SEAL,12/1/2024,11/1/2028,IE
,LGXCH6CD6P2204214,BYD,SEAL,16/01/2024,15/01/2028,IE
,LGXCH6CD6P2204200,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD6P2204195,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD6P2202446,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD6P2202432,BYD,SEAL,17/01/2024,16/01/2028,IE
,LGXCH6CD6P2202429,BYD,SEAL,22/01/2024,21/01/2028,IE
,LGXCH6CD6P2202415,BYD,SEAL,7/3/2024,6/3/2028,IE
,LGXCH6CD6P2202401,BYD,SEAL,8/1/2024,7/1/2028,IE
,LGXCH6CD6P2199631,BYD,ATTO 3,28/02/2024,27/02/2028,UK
,LGXCH6CD6P2199628,BYD,SEAL,6/12/2023,5/12/2027,UK
,LGXCH6CD6P2197751,BYD,SEAL,7/3/2024,6/3/2028,UK
,LGXCH6CD6P2197748,BYD,SEAL,27/03/2024,26/03/2028,UK
,LGXCH6CD6P2195790,BYD,SEAL,8/1/2024,7/1/2028,IE
,LGXCH6CD6P2136867,BYD,SEAL,12/12/2023,11/12/2027,DK
,LGXCH6CD5R2013810,BYD,SEAL,30/03/2024,29/03/2028,BE
,LGXCH6CD5R2013791,BYD,SEAL,10/5/2024,9/5/2028,NL
,LGXCH6CD5R2008445,BYD,SEAL,2/4/2024,1/4/2028,IE
,LGXCH6CD5R2008400,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD5R2008395,BYD,SEAL,8/4/2024,7/4/2028,IE
,LGXCH6CD5R2008235,BYD,SEAL,28/03/2024,27/03/2028,IE
,LGXCH6CD5R2008199,BYD,SEAL,10/4/2024,9/4/2028,IE
,LGXCH6CD5P2305339,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2305325,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2305311,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2291507,BYD,SEAL,15/03/2024,14/03/2028,AT
,LGXCH6CD5P2291443,BYD,SEAL,10/4/2024,9/4/2028,BE
,LGXCH6CD5P2290499,BYD,SEAL,15/03/2024,14/03/2028,BE
,LGXCH6CD5P2288154,BYD,SEAL,29/04/2024,28/04/2028,ES
,LGXCH6CD5P2285478,BYD,SEAL,8/3/2024,7/3/2028,UK
,LGXCH6CD5P2284301,BYD,SEAL,3/4/2024,2/4/2028,UK
,LGXCH6CD5P2277266,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2277252,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2276716,BYD,SEAL,15/03/2024,14/03/2028,BE
,LGXCH6CD5P2275338,BYD,SEAL,11/3/2024,10/3/2028,IE
,LGXCH6CD5P2275145,BYD,SEAL,16/01/2024,15/01/2028,IE
,LGXCH6CD5P2275131,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD5P2275128,BYD,SEAL,29/02/2024,28/02/2028,IE
,LGXCH6CD5P2275114,BYD,SEAL,21/02/2024,20/02/2028,IE
,LGXCH6CD5P2275100,BYD,SEAL,29/02/2024,28/02/2028,IE
,LGXCH6CD5P2275095,BYD,SEAL,12/3/2024,11/3/2028,IE
,LGXCH6CD5P2275081,BYD,SEAL,29/02/2024,28/02/2028,IE
,LGXCH6CD5P2275078,BYD,SEAL,27/02/2024,26/02/2028,IE
,LGXCH6CD5P2275064,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD5P2275047,BYD,SEAL,25/03/2024,24/03/2028,IE
,LGXCH6CD5P2275033,BYD,SEAL,23/02/2024,22/02/2028,IE
,LGXCH6CD5P2272150,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2272097,BYD,SEAL U,27/03/2024,26/03/2028,AT
,LGXCH6CD5P2271371,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD5P2271354,BYD,SEAL,5/3/2024,4/3/2028,FR
,LGXCH6CD5P2271337,BYD,SEAL,28/02/2024,27/02/2028,FR
,LGXCH6CD5P2271323,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD5P2271290,BYD,SEAL,21/02/2024,20/02/2028,FR
,LGXCH6CD5P2271287,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD5P2268390,BYD,SEAL,29/03/2024,28/03/2028,BE
,LGXCH6CD5P2268342,BYD,SEAL,11/4/2024,10/4/2028,ES
,LGXCH6CD5P2265960,BYD,SEAL,29/03/2024,28/03/2028,BE
,LGXCH6CD5P2265957,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD5P2263853,BYD,SEAL,22/04/2024,21/04/2028,ES
,LGXCH6CD5P2262945,BYD,SEAL,28/04/2024,27/04/2028,NL
,LGXCH6CD5P2262671,BYD,SEAL,18/03/2024,17/03/2028,AT
,LGXCH6CD5P2262668,BYD,SEAL,21/02/2024,20/02/2028,FR
,LGXCH6CD5P2258832,BYD,SEAL U,12/3/2024,11/3/2028,AT
,LGXCH6CD5P2252335,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD5P2249435,BYD,SEAL,19/06/2024,18/06/2028,DK
,LGXCH6CD5P2249211,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD5P2249189,BYD,SEAL,15/02/2024,14/02/2028,BE
,LGXCH6CD5P2248155,BYD,SEAL,7/5/2024,6/5/2028,AT
,LGXCH6CD5P2247216,BYD,SEAL,15/04/2024,14/04/2028,NL
,LGXCH6CD5P2246180,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD5P2244218,BYD,SEAL,21/02/2024,20/02/2028,FR
,LGXCH6CD5P2244199,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD5P2244154,BYD,SEAL,12/3/2024,11/3/2028,HU
,LGXCH6CD5P2244137,BYD,SEAL,30/04/2024,29/04/2028,NL
,LGXCH6CD5P2243084,BYD,SEAL,7/3/2024,6/3/2028,FR
,LGXCH6CD5P2229606,BYD,SEAL,19/01/2024,18/01/2028,FR
,LGXCH6CD5P2224289,BYD,SEAL,9/1/2024,8/1/2028,FR
,LGXCH6CD5P2223658,BYD,SEAL,15/12/2023,14/12/2027,FR
,LGXCH6CD5P2223630,BYD,SEAL,15/12/2023,14/12/2027,FR
,LGXCH6CD5P2222705,BYD,SEAL,8/1/2024,7/1/2028,ES
,LGXCH6CD5P2222686,BYD,SEAL,11/1/2024,10/1/2028,FR
,LGXCH6CD5P2222672,BYD,SEAL,29/12/2023,28/12/2027,FR
,LGXCH6CD5P2222638,BYD,SEAL,9/4/2024,8/4/2028,ES
,LGXCH6CD5P2222574,BYD,SEAL,19/04/2024,18/04/2028,FR
,LGXCH6CD5P2204236,BYD,SEAL,8/1/2024,7/1/2028,IE
,LGXCH6CD5P2204222,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD5P2204219,BYD,SEAL,31/01/2024,30/01/2028,IE
,LGXCH6CD5P2204205,BYD,SEAL,20/03/2024,19/03/2028,IE
,LGXCH6CD5P2202454,BYD,SEAL,22/01/2024,21/01/2028,IE
,LGXCH6CD5P2202440,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD5P2202437,BYD,SEAL,9/1/2024,8/1/2028,IE
,LGXCH6CD5P2202423,BYD,SEAL,24/01/2024,23/01/2028,IE
,LGXCH6CD5P2202406,BYD,SEAL,24/01/2024,23/01/2028,IE
,LGXCH6CD5P2198681,BYD,SEAL,1/12/2023,30/11/2027,UK
,LGXCH6CD5P2197756,BYD,SEAL,7/12/2023,6/12/2027,UK
,LGXCH6CD5P2197739,BYD,SEAL,4/3/2024,3/3/2028,UK
,LGXCH6CD5P2195800,BYD,SEAL,20/12/2023,19/12/2027,IE
,LGXCH6CD5P2195795,BYD,SEAL,19/01/2024,18/01/2028,IE
,LGXCH6CD4R2013779,BYD,SEAL,30/03/2024,29/03/2028,BE
,LGXCH6CD4R2013734,BYD,SEAL,15/03/2024,14/03/2028,BE
,LGXCH6CD4R2008436,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD4R2008243,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD4P2305316,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD4P2305297,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD4P2291451,BYD,SEAL,30/04/2024,29/04/2028,BE
,LGXCH6CD4P2290851,BYD,SEAL,8/3/2024,7/3/2028,FR
,LGXCH6CD4P2288095,BYD,SEAL,9/2/2024,8/2/2028,FR
,LGXCH6CD4P2288081,BYD,SEAL,23/04/2024,22/04/2028,AT
,LGXCH6CD4P2285472,BYD,SEAL,27/03/2024,26/03/2028,UK
,LGXCH6CD4P2285469,BYD,SEAL,19/03/2024,18/03/2028,UK
,LGXCH6CD4P2285438,BYD,SEAL,18/03/2024,17/03/2028,UK
,LGXCH6CD4P2284306,BYD,SEAL,7/3/2024,6/3/2028,UK
,LGXCH6CD4P2284290,BYD,SEAL,22/03/2024,21/03/2028,UK
,LGXCH6CD4P2278585,BYD,SEAL,30/04/2024,29/04/2028,ES
,LGXCH6CD4P2277226,BYD,SEAL,22/03/2024,21/03/2028,BE
,LGXCH6CD4P2276447,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD4P2275329,BYD,SEAL,23/02/2024,22/02/2028,IE
,LGXCH6CD4P2275315,BYD,SEAL,4/3/2024,3/3/2028,IE
,LGXCH6CD4P2275301,BYD,SEAL,22/02/2024,21/02/2028,IE
,LGXCH6CD4P2275296,BYD,SEAL,12/2/2024,11/2/2028,IE
,LGXCH6CD4P2275153,BYD,SEAL,15/02/2024,14/02/2028,IE
,LGXCH6CD4P2275136,BYD,SEAL,14/02/2024,13/02/2028,IE
,LGXCH6CD4P2275122,BYD,SEAL,27/02/2024,26/02/2028,IE
,LGXCH6CD4P2275119,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD4P2275105,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD4P2275086,BYD,SEAL,8/3/2024,7/3/2028,IE
,LGXCH6CD4P2275072,BYD,SEAL,23/02/2024,22/02/2028,IE
,LGXCH6CD4P2275069,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD4P2275055,BYD,SEAL,22/01/2024,21/01/2028,IE
,LGXCH6CD4P2275041,BYD,SEAL,7/3/2024,6/3/2028,IE
,LGXCH6CD4P2275038,BYD,SEAL,27/01/2024,26/01/2028,IE
,LGXCH6CD4P2275024,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD4P2272172,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD4P2272155,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD4P2272124,BYD,SEAL,1/2/2024,31/01/2028,AT
,LGXCH6CD4P2272110,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD4P2271393,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD4P2271376,BYD,SEAL,16/02/2024,15/02/2028,FR
,LGXCH6CD4P2271331,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD4P2271328,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD4P2271281,BYD,SEAL,10/4/2024,9/4/2028,ES
,LGXCH6CD4P2271278,BYD,SEAL,6/3/2024,5/3/2028,FR
,LGXCH6CD4P2268154,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD4P2267943,BYD,SEAL,6/5/2024,5/5/2028,NL
,LGXCH6CD4P2263889,BYD,SEAL,17/04/2024,16/04/2028,ES
,LGXCH6CD4P2263861,BYD,SEAL,15/05/2024,14/05/2028,ES
,LGXCH6CD4P2262676,BYD,SEAL,17/04/2024,16/04/2028,BE
,LGXCH6CD4P2252178,BYD,SEAL,30/06/2024,29/06/2028,DK
,LGXCH6CD4P2249488,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD4P2249474,BYD,SEAL,9/5/2024,8/5/2028,ES
,LGXCH6CD4P2249460,BYD,SEAL,26/03/2024,25/03/2028,PT
,LGXCH6CD4P2249216,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD4P2248163,BYD,SEAL,8/3/2024,7/3/2028,PT
,LGXCH6CD4P2246199,BYD,SEAL,15/05/2024,14/05/2028,ES
,LGXCH6CD4P2246171,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD4P2244209,BYD,SEAL,9/1/2024,8/1/2028,PT
,LGXCH6CD4P2244176,BYD,SEAL,5/2/2024,4/2/2028,ES
,LGXCH6CD4P2244128,BYD,SEAL,2/5/2024,1/5/2028,NL
,LGXCH6CD4P2244114,BYD,SEAL,20/02/2024,19/02/2028,FR
,LGXCH6CD4P2243089,BYD,SEAL,9/2/2024,8/2/2028,FR
,LGXCH6CD4P2223697,BYD,SEAL,29/12/2023,28/12/2027,ES
,LGXCH6CD4P2222646,BYD,SEAL,18/01/2024,17/01/2028,ES
,LGXCH6CD4P2222615,BYD,SEAL,22/12/2023,21/12/2027,FR
,LGXCH6CD4P2222601,BYD,SEAL,22/12/2023,21/12/2027,FR
,LGXCH6CD4P2222596,BYD,SEAL,23/04/2024,22/04/2028,FR
,LGXCH6CD4P2222582,BYD,SEAL,13/03/2024,12/3/2028,FR
,LGXCH6CD4P2222579,BYD,SEAL,20/12/2023,19/12/2027,FR
,LGXCH6CD4P2208701,BYD,SEAL,15/12/2023,14/12/2027,FR
,LGXCH6CD4P2208696,BYD,SEAL,3/1/2024,2/1/2028,FR
,LGXCH6CD4P2204230,BYD,SEAL,17/01/2024,16/01/2028,IE
,LGXCH6CD4P2204227,BYD,SEAL,2/1/2024,1/1/2028,IE
,LGXCH6CD4P2204213,BYD,SEAL,14/03/2024,13/03/2028,IE
,LGXCH6CD4P2204194,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD4P2202445,BYD,SEAL,15/01/2024,14/01/2028,IE
,LGXCH6CD4P2202431,BYD,SEAL,17/01/2024,16/01/2028,IE
,LGXCH6CD4P2202428,BYD,SEAL,23/01/2024,22/01/2028,IE
,LGXCH6CD4P2202414,BYD,SEAL,17/01/2024,16/01/2028,IE
,LGXCH6CD4P2199627,BYD,SEAL,7/3/2024,6/3/2028,UK
,LGXCH6CD4P2197764,BYD,SEAL,15/03/2024,14/03/2028,UK
,LGXCH6CD4P2195805,BYD,SEAL,11/1/2024,10/1/2028,IE
,LGXCH6CD4P2152081,BYD,SEAL,10/1/2024,9/1/2028,NL
,LGXCH6CD3R2008427,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD3R2008234,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD3P2305310,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD3P2300642,BYD,SEAL,15/04/2024,14/04/2028,BE
,LGXCH6CD3P2297646,BYD,ATTO 3,14/05/2024,13/05/2028,EL
,LGXCH6CD3P2290789,BYD,SEAL,9/4/2024,8/4/2028,FR
,LGXCH6CD3P2290467,BYD,SEAL,27/03/2024,26/03/2028,BE
,LGXCH6CD3P2288556,BYD,SEAL,20/03/2024,19/03/2028,UK
,LGXCH6CD3P2288492,BYD,SEAL,27/03/2024,26/03/2028,BE
,LGXCH6CD3P2285446,BYD,SEAL,6/3/2024,5/3/2028,UK
,LGXCH6CD3P2284278,BYD,SEAL,7/3/2024,6/3/2028,UK
,LGXCH6CD3P2278531,BYD,SEAL,12/4/2024,11/4/2028,BE
,LGXCH6CD3P2277251,BYD,SEAL,6/5/2024,5/5/2028,HU
,LGXCH6CD3P2277248,BYD,SEAL,30/06/2024,29/06/2028,DK
,LGXCH6CD3P2277234,BYD,SEAL U,14/03/2024,13/03/2028,AT
,LGXCH6CD3P2275399,BYD,SEAL,29/01/2024,28/01/2028,AT
,LGXCH6CD3P2275340,BYD,SEAL,4/4/2024,3/4/2028,IE
,LGXCH6CD3P2275323,BYD,SEAL,20/03/2024,19/03/2028,IE
,LGXCH6CD3P2275306,BYD,SEAL,19/02/2024,18/02/2028,IE
,LGXCH6CD3P2275144,BYD,SEAL,15/04/2024,14/04/2028,IE
,LGXCH6CD3P2275130,BYD,SEAL,13/02/2024,12/2/2028,IE
,LGXCH6CD3P2275127,BYD,SEAL,13/02/2024,12/2/2028,IE
,LGXCH6CD3P2275113,BYD,SEAL,19/02/2024,18/02/2028,IE
,LGXCH6CD3P2275094,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD3P2275080,BYD,SEAL,14/02/2024,13/02/2028,IE
,LGXCH6CD3P2275077,BYD,SEAL,19/02/2024,18/02/2028,IE
,LGXCH6CD3P2275063,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD3P2275046,BYD,SEAL,19/02/2024,18/02/2028,IE
,LGXCH6CD3P2275032,BYD,SEAL,12/2/2024,11/2/2028,IE
,LGXCH6CD3P2275029,BYD,SEAL,30/01/2024,29/01/2028,IE
,LGXCH6CD3P2271384,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD3P2271336,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD3P2271322,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD3P2271319,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2271269,BYD,SEAL,20/02/2024,19/02/2028,FR
,LGXCH6CD3P2267903,BYD,SEAL,2/5/2024,1/5/2028,NL
,LGXCH6CD3P2265990,BYD,SEAL,5/3/2024,4/3/2028,FR
,LGXCH6CD3P2265973,BYD,SEAL,23/02/2024,22/02/2028,BE
,LGXCH6CD3P2264807,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2264791,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2263849,BYD,SEAL,19/02/2024,18/02/2028,BE
,LGXCH6CD3P2262670,BYD,SEAL,7/6/2024,6/6/2028,AT
,LGXCH6CD3P2258831,BYD,SEAL,20/02/2024,19/02/2028,FR
,LGXCH6CD3P2258800 ,BYD,SEAL,30/06/2023,12/11/2028,AT
,LGXCH6CD3P2252351,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2249451,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2249448,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2249207,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD3P2246226,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD3P2244198,BYD,SEAL,11/3/2024,10/3/2028,FR
,LGXCH6CD3P2244136,BYD,SEAL,22/04/2024,21/04/2028,NL
,LGXCH6CD3P2244119,BYD,SEAL,30/01/2024,29/01/2028,ES
,LGXCH6CD3P2243066,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD3P2240362,BYD,SEAL,24/04/2024,23/04/2028,BE
,LGXCH6CD3P2229605,BYD,SEAL,22/12/2023,21/12/2027,FR
,LGXCH6CD3P2224291,BYD,SEAL,12/1/2024,11/1/2028,FR
,LGXCH6CD3P2224288,BYD,SEAL,11/1/2024,10/1/2028,FR
,LGXCH6CD3P2223707,BYD,SEAL,20/01/2024,19/01/2028,FR
,LGXCH6CD3P2223626,BYD,SEAL,19/12/2023,18/12/2027,DK
,LGXCH6CD3P2222721,BYD,SEAL,22/01/2024,21/01/2028,ES
,LGXCH6CD3P2222699,BYD,SEAL,22/01/2024,21/01/2028,ES
,LGXCH6CD3P2222654,BYD,SEAL,3/2/2024,2/2/2028,FR
,LGXCH6CD3P2222623,BYD,SEAL,22/12/2023,21/12/2027,DE
,LGXCH6CD3P2222606,BYD,SEAL,13/01/2024,12/1/2028,FR
,LGXCH6CD3P2222590,BYD,SEAL,25/01/2024,24/01/2028,NL
,LGXCH6CD3P2204235,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD3P2204221,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD3P2204218,BYD,SEAL,16/01/2024,15/01/2028,IE
,LGXCH6CD3P2204204,BYD,SEAL,9/1/2024,8/1/2028,IE
,LGXCH6CD3P2204199,BYD,SEAL,30/01/2024,29/01/2028,IE
,LGXCH6CD3P2202453,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD3P2202436,BYD,SEAL,4/1/2024,3/1/2028,IE
,LGXCH6CD3P2202422,BYD,SEAL,11/1/2024,10/1/2028,IE
,LGXCH6CD3P2202419,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD3P2202405,BYD,SEAL,11/4/2024,10/4/2028,IE
,LGXCH6CD3P2198680,BYD,SEAL,8/3/2024,7/3/2028,UK
,LGXCH6CD3P2197755,BYD,SEAL,1/3/2024,29/02/2028,UK
,LGXCH6CD3P2195794,BYD,SEAL,23/01/2024,22/01/2028,IE
,LGXCH6CD2R2013781,BYD,SEAL,10/4/2024,9/4/2028,BE
,LGXCH6CD2R2008449,BYD,SEAL,10/4/2024,9/4/2028,IE
,LGXCH6CD2R2008418,BYD,SEAL,17/04/2024,16/04/2028,IE
,LGXCH6CD2R2008399,BYD,SEAL,26/03/2024,25/03/2028,IE
,LGXCH6CD2R2008242,BYD,SEAL,9/4/2024,8/4/2028,IE
,LGXCH6CD2R2008189,BYD,SEAL,27/03/2024,26/03/2028,UK
,LGXCH6CD2P2305315,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD2P2305296,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD2P2291514,BYD,SEAL,2/5/2024,1/5/2028,AT
,LGXCH6CD2P2291495,BYD,SEAL,15/05/2024,14/05/2028,NL
,LGXCH6CD2P2291478,BYD,SEAL,17/04/2024,16/04/2028,BE
,LGXCH6CD2P2291464,BYD,SEAL,30/03/2024,29/03/2028,BE
,LGXCH6CD2P2290475,BYD,SEAL,26/04/2024,25/04/2028,BE
,LGXCH6CD2P2288564,BYD,SEAL,1/3/2024,29/02/2028,UK
,LGXCH6CD2P2288502,BYD,SEAL,19/06/2024,18/06/2028,DK
,LGXCH6CD2P2285468,BYD,SEAL,4/4/2024,3/4/2028,UK
,LGXCH6CD2P2284269,BYD,SEAL,11/3/2024,10/3/2028,UK
,LGXCH6CD2P2278536,BYD,SEAL,27/02/2024,26/02/2028,AT
,LGXCH6CD2P2276463,BYD,SEAL,30/01/2024,29/01/2028,AT
,LGXCH6CD2P2275345,BYD,SEAL,8/3/2024,7/3/2028,IE
,LGXCH6CD2P2275331,BYD,SEAL,21/03/2024,20/03/2028,IE
,LGXCH6CD2P2275295,BYD,SEAL,3/4/2024,2/4/2028,IE
,LGXCH6CD2P2275152,BYD,SEAL,25/01/2024,24/01/2028,IE
,LGXCH6CD2P2275149,BYD,SEAL,31/01/2024,30/01/2028,IE
,LGXCH6CD2P2275135,BYD,SEAL,30/01/2024,29/01/2028,IE
,LGXCH6CD2P2275121,BYD,SEAL,24/01/2024,23/01/2028,IE
,LGXCH6CD2P2275118,BYD,SEAL,31/01/2024,30/01/2028,IE
,LGXCH6CD2P2275104,BYD,SEAL,13/02/2024,12/2/2028,IE
,LGXCH6CD2P2275099,BYD,SEAL,29/01/2024,28/01/2028,IE
,LGXCH6CD2P2275085,BYD,SEAL,9/2/2024,8/2/2028,IE
,LGXCH6CD2P2275071,BYD,SEAL,30/01/2024,29/01/2028,IE
,LGXCH6CD2P2275068,BYD,SEAL,19/02/2024,18/02/2028,IE
,LGXCH6CD2P2275054,BYD,SEAL,29/02/2024,28/02/2028,IE
,LGXCH6CD2P2275040,BYD,SEAL,12/2/2024,11/2/2028,IE
,LGXCH6CD2P2275037,BYD,SEAL,6/3/2024,5/3/2028,IE
,LGXCH6CD2P2275023,BYD,SEAL,31/01/2024,30/01/2028,IE
,LGXCH6CD2P2272140,BYD,SEAL,1/2/2024,31/01/2028,AT
,LGXCH6CD2P2271313,BYD,SEAL,2/2/2024,1/2/2028,FR
,LGXCH6CD2P2271294,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD2P2271277,BYD,SEAL,5/7/2024,4/7/2028,FR
,LGXCH6CD2P2271263,BYD,SEAL,14/02/2024,13/02/2028,FR
,LGXCH6CD2P2268380,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD2P2268329,BYD,SEAL,11/4/2024,10/4/2028,BE
,LGXCH6CD2P2268153,BYD,SEAL,21/02/2024,20/02/2028,IE
,LGXCH6CD2P2267908,BYD,SEAL,14/03/2024,13/03/2028,BE
,LGXCH6CD2P2264796,BYD,DOLPHIN,26/01/2024,25/01/2028,FR
,LGXCH6CD2P2263874,BYD,SEAL,4/3/2024,3/3/2028,FR
,LGXCH6CD2P2263843,BYD,SEAL,16/04/2024,15/04/2028,ES
,LGXCH6CD2P2262921,BYD,SEAL,17/04/2024,16/04/2028,BE
,LGXCH6CD2P2262675,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD2P2252177,BYD,SEAL,23/04/2024,22/04/2028,DK
,LGXCH6CD2P2252163,BYD,SEAL,12/4/2024,11/4/2028,BE
,LGXCH6CD2P2249487,BYD,SEAL,19/02/2024,18/02/2028,BE
,LGXCH6CD2P2248162,BYD,SEAL,13/02/2024,12/2/2028,FR
,LGXCH6CD2P2244211,BYD,SEAL,7/2/2024,6/2/2028,ES
,LGXCH6CD2P2244130,BYD,SEAL,21/02/2024,20/02/2028,FR
,LGXCH6CD2P2244113,BYD,SEAL,5/3/2024,4/3/2028,FR
,LGXCH6CD2P2243074,BYD,SEAL,30/01/2024,29/01/2028,FR
,LGXCH6CD2P2224301,BYD,SEAL,25/01/2024,24/01/2028,ES
,LGXCH6CD2P2223679,BYD,SEAL,15/12/2023,14/12/2027,FR
,LGXCH6CD2P2222726,BYD,SEAL,22/01/2023,21/01/2027,ES
,LGXCH6CD2P2222709,BYD,SEAL,8/1/2024,7/1/2028,BE
,LGXCH6CD2P2222676,BYD,SEAL,12/1/2024,11/1/2028,ES
,LGXCH6CD2P2222628,BYD,SEAL,8/1/2024,7/1/2028,ES
,LGXCH6CD2P2222578,BYD,SEAL,28/12/2023,27/12/2027,DE
